05203,9,　　(旧 443 雄物川町)
05203,9,　　(旧 444 大森町)
05203,9,　　(旧 445 十文字町)
05203,9,　　(旧 446 山内村)
05203,9,　　(旧 447 大雄村)
05204,2,大館市
05204,9,　　(旧 204 大館市)
05204,9,　　(旧 322 比内町)
05204,9,　　(旧 325 田代町)
05206,2,男鹿市
05206,9,　　(旧 206 男鹿市)
05206,9,　　(旧 367 若美町)
05207,2,湯沢市
05207,9,　　(旧 207 湯沢市)
05207,9,　　(旧 461 稲川町)
05207,9,　　(旧 462 雄勝町)
05207,9,　　(旧 465 皆瀬村)
05209,2,鹿角市
05210,2,由利本荘市
05210,9,　　(旧 205 本荘市)
05210,9,　　(旧 404 矢島町)
05210,9,　　(旧 405 岩城町)
05210,9,　　(旧 406 由利町)
05210,9,　　(旧 407 西目町)
05210,9,　　(旧 408 鳥海町)
05210,9,　　(旧 409 東由利町)
05210,9,　　(旧 410 大内町)
05211,2,潟上市
05211,9,　　(旧 362 昭和町)
05211,9,　　(旧 364 飯田川町)
05211,9,　　(旧 365 天王町)
05212,2,大仙市
05212,9,　　(旧 208 大曲市)
05212,9,　　(旧 421 神岡町)
05212,9,　　(旧 422 西仙北町)
05212,9,　　(旧 425 中仙町)
05212,9,　　(旧 427 協和町)
05212,9,　　(旧 428 南外村)
05212,9,　　(旧 429 仙北町)
05212,9,　　(旧 431 太田町)
05213,2,北秋田市
05213,9,　　(旧 321 鷹巣町)
05213,9,　　(旧 323 森吉町)
05213,9,　　(旧 324 阿仁町)
05213,9,　　(旧 326 合川町)
05214,2,にかほ市
05214,9,　　(旧 401 仁賀保町)
05214,9,　　(旧 402 金浦町)
05214,9,　　(旧 403 象潟町)
05215,2,仙北市
05215,9,　　(旧 423 角館町)
05215,9,　　(旧 426 田沢湖町)
05215,9,　　(旧 430 西木村)
05300,c,鹿角郡
05303,3,小坂町
05320,c,北秋田郡
05327,3,上小阿仁村
05340,c,山本郡
05346,3,藤里町
05348,3,三種町
05348,9,　　(旧 341 琴丘町)
05348,9,　　(旧 344 山本町)
05348,9,　　(旧 345 八竜町)
05349,3,八峰町
05349,9,　　(旧 343 八森町)
05349,9,　　(旧 347 峰浜村)
05360,c,南秋田郡
05361,3,五城目町
05363,3,八郎潟町
05366,3,井川町
05368,3,大潟村
05420,c,仙北郡
05434,3,美郷町
05434,9,　　(旧 424 六郷町)
05434,9,　　(旧 432 千畑町)
05434,9,　　(旧 433 仙南村)
05460,c,雄勝郡
05463,3,羽後町
05464,3,東成瀬村
06000,a,山形県
06001,b,市部
06002,b,郡部
06201,2,山形市
06202,2,米沢市
06203,2,鶴岡市
06203,9,　　(旧 203 鶴岡市)
06203,9,　　(旧 423 藤島町)
06203,9,　　(旧 424 羽黒町)
06203,9,　　(旧 425 櫛引町)
06203,9,　　(旧 427 朝日村)
06203,9,　　(旧 441 温海町)
06204,2,酒田市
06204,9,　　(旧 204 酒田市)
06204,9,　　(旧 462 八幡町)
06204,9,　　(旧 463 松山町)
06204,9,　　(旧 464 平田町)
06205,2,新庄市
06206,2,寒河江市
06207,2,上山市
06208,2,村山市
06209,2,長井市
06210,2,天童市
06211,2,東根市
06212,2,尾花沢市
06213,2,南陽市
06300,c,東村山郡
06301,3,山辺町
06302,3,中山町
06320,c,西村山郡
06321,3,河北町
06322,3,西川町
06323,3,朝日町
06324,3,大江町
06340,c,北村山郡
06341,3,大石田町
06360,c,最上郡
06361,3,金山町
06362,3,最上町
06363,3,舟形町
06364,3,真室川町
06365,3,大蔵村
06366,3,鮭川村
06367,3,戸沢村
06380,c,東置賜郡
06381,3,高畠町
06382,3,川西町
06400,c,西置賜郡
06401,3,小国町
06402,3,白鷹町
06403,3,飯豊町
06420,c,東田川郡
06426,3,三川町
06428,3,庄内町
06428,9,　　(旧 421 立川町)
06428,9,　　(旧 422 余目町)
06460,c,飽海郡
06461,3,遊佐町
07000,a,福島県
07001,b,市部
07002,b,郡部
07201,2,福島市
07201,9,　　(旧 201 福島市)
07201,9,　　(旧 309 飯野町)
07202,2,会津若松市
07202,9,　　(旧 202 会津若松市)
07202,9,　　(旧 381 北会津村)
07202,9,　　(旧 424 河東町)
07203,2,郡山市
07204,2,いわき市
07205,2,白河市
07205,9,　　(旧 205 白河市)
07205,9,　　(旧 462 表郷村)
07205,9,　　(旧 463 東村)
07205,9,　　(旧 467 大信村)
07207,2,須賀川市
07207,9,　　(旧 207 須賀川市)
07207,9,　　(旧 341 長沼町)
07207,9,　　(旧 343 岩瀬村)
07208,2,喜多方市
07208,9,　　(旧 208 喜多方市)
07208,9,　　(旧 401 熱塩加納村)
07208,9,　　(旧 403 塩川町)
07208,9,　　(旧 404 山都町)
07208,9,　　(旧 406 高郷村)
07209,2,相馬市
07210,2,二本松市
07210,9,　　(旧 210 二本松市)
07210,9,　　(旧 321 安達町)
07210,9,　　(旧 325 岩代町)
07210,9,　　(旧 326 東和町)
07211,2,田村市
07211,9,　　(旧 523 滝根町)
07211,9,　　(旧 524 大越町)
07211,9,　　(旧 525 都路村)
